vidid,ad_view
VID_19446,15
VID_17936,13
VID_11527,200
VID_1026,151
VID_22134,30
VID_21568,7
VID_610,2175
VID_10457,25
VID_10503,4
VID_12089,281
VID_2819,11
VID_21033,43
VID_20642,13
VID_23328,886
VID_6324,94
VID_7809,10
VID_13209,44
VID_22376,23382
VID_11892,737
VID_6354,9
VID_21134,2110
VID_1367,1582
VID_7132,8
VID_13010,17
VID_16384,5
VID_9208,3
VID_22406,23
VID_10674,69
VID_11599,4
VID_14272,305
VID_10530,55
VID_8004,4
VID_8790,6
VID_6313,28
VID_3231,11
VID_14615,1023
VID_14196,8
VID_11697,1
VID_81,356
VID_22272,27
VID_9114,1473
VID_3910,32
VID_18574,3
VID_2666,19
VID_2833,65
VID_11434,369
VID_8881,11
VID_5219,2
VID_19882,1
VID_8083,1
VID_18777,48
VID_2245,1
VID_14884,128
VID_17548,2258
VID_5944,213
VID_10123,2
VID_7542,2154
VID_5998,3
VID_19084,462
VID_15524,1149
VID_5438,63
VID_10434,1
VID_22871,363
VID_4391,20
VID_17631,17
VID_18098,332
VID_14938,90
VID_468,132
VID_13066,4871
VID_16966,347
VID_8795,32
VID_16424,16
VID_1660,1912
VID_10336,1302
VID_16819,2
VID_15098,11
VID_19761,15
VID_23716,959
VID_1134,24
VID_7592,33
VID_2846,960
VID_2559,618
VID_14668,247
VID_17396,48
VID_4675,1
VID_6838,3932
VID_15368,331
VID_7647,3550
VID_4994,5
VID_11944,23
VID_69,3008
VID_2328,461
VID_11840,1068
VID_8892,5
VID_19687,1322
VID_22821,3
VID_12769,292
VID_4727,587
VID_582,291
VID_17656,1
VID_17981,434385
VID_20819,2287
VID_15559,15
VID_2050,12
VID_7257,146
VID_12139,3
VID_10384,9358
VID_4747,148
VID_16336,55
VID_15652,113
VID_6078,1553
VID_18843,565
VID_14019,1
VID_18276,512
VID_16395,30
VID_10117,52
VID_7527,3
VID_4748,18
VID_21361,490
VID_21903,2
VID_17496,9
VID_17477,7665
VID_20582,1161
VID_3397,12
VID_17037,3
VID_23042,42072
VID_16019,43
VID_13660,2883
VID_14911,47
VID_2444,84
VID_20299,548
VID_21662,823
VID_17544,625
VID_23617,2196
VID_11135,460
VID_17660,1
VID_16776,855
VID_17032,2783
VID_8652,215
VID_21991,9
VID_8290,47
VID_16211,110
VID_12960,1040
VID_408,53
VID_2208,1025
VID_17141,1678
VID_1109,1362
VID_20633,294
VID_11331,21
VID_21222,1
VID_9565,8
VID_3053,769
VID_9867,2534
VID_23288,119
VID_6921,22
VID_2673,380
VID_14769,3061
VID_17241,240
VID_14074,12
VID_18198,763
VID_3116,2341
VID_6920,237
VID_4615,2895
VID_12002,219
VID_12743,9
VID_1080,1648
VID_12318,195
VID_3832,2104
VID_16582,5
VID_22801,51
VID_17392,4387
VID_11169,17
VID_16557,7
VID_2870,142
VID_21945,143
VID_23275,139
VID_9606,337
VID_16305,90
VID_3693,2
VID_643,222
VID_11486,1544
VID_6201,7
VID_3056,6
VID_22383,6817
VID_15033,23
VID_14798,219
VID_14812,82
VID_6362,4
VID_9180,427
VID_17978,9808
VID_14982,492
VID_6973,167
VID_4710,7
VID_12339,764
VID_13101,882
VID_20077,361
VID_882,10
VID_7913,20
VID_6788,35
VID_5784,442
VID_18050,5
VID_3071,785
VID_22111,1156
VID_12755,2243
VID_17476,799
VID_3805,86
VID_11028,94
VID_20261,7
VID_10372,14
VID_22092,2230
VID_3216,235
VID_12842,5
VID_3135,167
VID_12208,337
VID_11398,73
VID_1220,8412
VID_13796,240
VID_17920,3
VID_309,1466
VID_17973,7576
VID_21314,130
VID_12876,4558
VID_3553,8
VID_21451,3202
VID_6193,5
VID_21667,1195
VID_1405,556
VID_2292,2712
VID_23274,16
VID_13245,344
VID_4180,3
VID_18285,11
VID_8343,15
VID_18796,60
VID_20545,327
VID_10490,38
VID_5386,6
VID_875,214
VID_18338,562
VID_13654,398
VID_4366,328
VID_11971,473
VID_23666,1027
VID_7991,1183
VID_21320,445
VID_14980,32
VID_19851,46
VID_5807,734
VID_8017,99
VID_1030,41
VID_1209,545
VID_12026,1014
VID_16635,338
VID_17000,25
VID_4749,116
VID_7734,1937
VID_18020,24
VID_4933,616
VID_2526,15
VID_828,367
VID_18375,704
VID_13672,11139
VID_8117,2
VID_7364,3456
VID_15775,3201
VID_4439,1053
VID_2919,128
VID_5045,427
VID_7463,4
VID_2815,13
VID_23179,112
VID_21260,20
VID_19106,5
VID_23756,714
VID_18174,47
VID_2071,117
VID_22432,656
VID_13140,5
VID_6637,2
VID_2615,2076
VID_7853,2
VID_2111,152
VID_12392,2028
VID_16660,356
VID_10047,3
VID_2510,33
VID_10298,1458
VID_19982,1877
VID_11828,2398
VID_21263,23
VID_10475,3
VID_16901,2
VID_16929,16329
VID_7586,450
VID_22090,33
VID_18836,1552
VID_12796,34
VID_4996,4
VID_1765,1287
VID_20004,212
VID_6461,2
VID_10041,222
VID_14569,8
VID_4331,60
VID_13645,382
VID_1029,406
VID_22231,305
VID_23654,5849
VID_21768,655
VID_20739,19
VID_346,1880
VID_4400,14
VID_15912,6
VID_9978,1
VID_13691,95
VID_16874,19
VID_5922,1
VID_11179,6
VID_21641,932
VID_12773,335
VID_23076,627
VID_8291,19
VID_21724,8
VID_2855,1507
VID_909,392
VID_17242,564
VID_9486,174
VID_12947,246
VID_14210,555
VID_6059,40
VID_2322,11280
VID_12915,392
VID_16643,120
VID_16500,45029
VID_12752,6
VID_9917,210
VID_4821,3
VID_20341,6
VID_20779,866
VID_23333,206
VID_874,4299
VID_4492,230
VID_5954,4
VID_10538,1278
VID_16206,119
VID_19140,120
VID_21185,155
VID_5322,11
VID_9169,765
VID_2886,292
VID_20740,58
VID_8170,3
VID_22602,199
VID_14273,107
VID_20676,11
VID_8547,735
VID_6647,5
VID_15964,192
VID_10251,25682
VID_16910,1
VID_19039,1001
VID_12097,440
VID_20760,10
VID_6394,12
VID_3500,3
VID_3908,53
VID_5543,94
VID_11463,4
VID_13300,20
VID_11394,34
VID_83,207
VID_10927,13
VID_471,81
VID_4855,3
VID_20960,25
VID_23358,10
VID_13880,16
VID_22758,818
VID_22739,360
VID_7358,28
VID_5584,11
VID_19458,991
VID_22177,1
VID_16935,4081
VID_1079,7
VID_22179,307
VID_3295,43
VID_544,4858
VID_9496,267
VID_14271,1294
VID_5789,1052
VID_12760,14879
VID_18350,496
VID_22309,4948
VID_13908,15
VID_18977,10904
VID_23357,4
VID_12481,1
VID_3680,114
VID_3395,3473
VID_22154,2260
VID_5997,94
VID_13995,1
VID_20030,1158
VID_17650,3
VID_14885,19
VID_14741,27
VID_7885,2
VID_5339,242
VID_2856,3545
VID_11168,1
VID_12990,73
VID_12271,9725
VID_7632,14
VID_9294,1741
VID_21993,5
VID_9280,2
VID_2729,142
VID_2260,1
VID_842,827
VID_7730,415
VID_10325,7
VID_12079,5
VID_5210,1
VID_10779,17
VID_12555,319
VID_14233,20
VID_1822,339
VID_23380,292
VID_21764,2045
VID_23308,12
VID_11288,5
VID_21586,6
VID_6925,2
VID_11059,16
VID_10397,1016
VID_17706,1454
VID_17635,393
VID_19282,1918
VID_7523,3
VID_23214,36
VID_21680,1885
VID_5476,1
VID_16020,77
VID_5963,634
VID_2789,140
VID_4186,204
VID_13026,7
VID_21775,13
VID_5493,6
VID_13211,5934
VID_9669,13
VID_8914,23
VID_7876,1
VID_22125,299
VID_11308,3
VID_4985,8
VID_9027,4
VID_1451,515
VID_20102,1561
VID_8725,26
VID_5393,1
VID_22363,1
VID_21165,499
VID_17968,934
VID_3788,285
VID_11947,5
VID_5124,389
VID_21474,3
VID_22000,2397
VID_3450,97
VID_15724,30
VID_8581,1264
VID_7204,1104
VID_14200,32
VID_13534,374
VID_2913,38027
VID_17416,17
VID_646,517
VID_16846,1
VID_14857,1
VID_14101,665
VID_23093,11
VID_11770,142
VID_20305,3318
VID_2905,2
VID_6779,16
VID_21691,523
VID_18006,192
VID_20018,1661
VID_4590,8
VID_10598,2
VID_4696,798
VID_1837,23
VID_10846,6163
VID_2843,384
VID_12191,544
VID_14072,9
VID_11667,283
VID_7825,18
VID_15153,60
VID_1584,19
VID_4975,2
VID_9691,95
VID_4721,5
VID_21155,449
VID_16547,4598
VID_4483,7
VID_17455,58
VID_11509,238
VID_17842,32
VID_12545,141
VID_5909,8
VID_6834,2
VID_7961,1011
VID_4065,1
VID_5187,14
VID_21335,22
VID_21882,116
VID_4181,4
VID_2543,120
VID_8102,125
VID_20978,51
VID_14562,779
VID_16024,1507
VID_11289,2346
VID_16147,200
VID_22294,15
VID_22066,21
VID_145,5158
VID_3332,2
VID_14907,482
VID_20434,6
VID_13821,36
VID_9018,6
VID_20375,1396
VID_7129,73
VID_21285,45
VID_17905,10891
VID_8870,6
VID_5419,13
VID_17489,1170
VID_8279,13
VID_15409,25
VID_12316,60
VID_23028,47
VID_22861,40
VID_18640,18587
VID_4791,2
VID_17643,142
VID_8960,9
VID_17277,819
VID_1142,731
VID_2291,3
VID_18073,71
VID_6471,10
VID_11220,150
VID_9640,1
VID_12639,444
VID_22381,20468
VID_2645,119
VID_8845,1
VID_15276,23
VID_22021,5
VID_693,3536
VID_12970,1175
VID_5248,3
VID_9509,18
VID_16555,913
VID_10571,95
VID_2731,9
VID_15444,5
VID_6421,22
VID_13557,12
VID_8773,3
VID_6701,2
VID_18406,3944
VID_8785,1
VID_16124,461
VID_3871,7
VID_20408,25
VID_12905,64
VID_6783,322
VID_2339,307
VID_1215,39
VID_14010,235
VID_481,130
VID_8129,1
VID_21034,1063
VID_12912,24
VID_12209,298
VID_20966,29
VID_6999,16
VID_13988,14
VID_18646,3484
VID_3617,329
VID_4820,8
VID_8415,14
VID_20736,96
VID_92,1618
VID_6411,58
VID_20019,20
VID_9461,1375
VID_1666,2860
VID_12581,696
VID_987,217
VID_4873,2
VID_547,2
VID_9975,89
VID_14877,59
VID_23059,13
VID_19413,60
VID_23016,4
VID_13635,284
VID_2440,12505
VID_3725,750
VID_8416,200
VID_3486,12
VID_3905,39
VID_20728,1887
VID_11643,2
VID_8171,1525
VID_3239,891
VID_22342,1527
VID_12478,56
VID_16335,147
VID_3923,156
VID_15545,95
VID_19955,433
VID_956,5197
VID_9170,4224
VID_22750,663
VID_23002,1913
VID_19277,1047
VID_15369,710
VID_16786,2
VID_17733,44
VID_16297,20
VID_19,20
VID_9714,1115
VID_14328,51
VID_18332,21424
VID_7034,2012
VID_5570,63
VID_13201,299
VID_11911,252
VID_6722,1
VID_21949,8
VID_17100,70
VID_7615,713
VID_21098,973
VID_15697,17
VID_4040,12
VID_20235,249
VID_13677,1
VID_22847,758
VID_391,936
VID_4932,21
VID_4042,3
VID_13449,988
VID_19078,22
VID_1999,486
VID_21860,23
VID_7758,8
VID_22131,82
VID_14491,256
VID_11950,3976
VID_1064,171
VID_23433,614
VID_12277,12
VID_6882,57
VID_12448,370
VID_18150,1848
VID_22183,3139
VID_12255,3
VID_4358,24
VID_12107,48
VID_12672,88
VID_23108,1542
VID_355,1707
VID_4246,2
VID_22760,174
VID_9745,2774
VID_19886,35
VID_8039,135
VID_13771,6
VID_13281,542
VID_5495,163
VID_7198,1715
VID_20048,280
VID_18947,186
VID_22570,2145
VID_8084,1591
VID_6151,6
VID_12233,12
VID_1341,20
VID_98,594
VID_8450,1438
VID_18591,202
VID_18125,3772
VID_13043,9
VID_22636,2
VID_19837,41
VID_9217,42
VID_13984,8
VID_13437,42
VID_6975,274
VID_11753,56
VID_6243,159
VID_11689,541
VID_789,34
VID_8207,813
VID_9930,1
VID_17221,1
VID_13516,16
VID_8226,17
VID_6257,5
VID_23751,316
VID_20791,559
VID_18157,1049
VID_3519,6
VID_14773,15
VID_18095,4
VID_17158,1901
VID_7365,3123
VID_3391,5
VID_19185,3527
VID_15272,358
VID_1241,3058
VID_15732,50
VID_11170,17
VID_1596,166
VID_21693,2696
VID_10002,479
VID_1067,1126
VID_1943,4181
VID_4010,7
VID_16636,4
VID_21601,57
VID_10452,280
VID_15893,6
VID_20288,135
VID_6428,22
VID_9707,1799
VID_1055,12
VID_17699,1
VID_3276,9
VID_10743,38
VID_7123,656
VID_15214,6
VID_8968,39
VID_10050,5
VID_18840,184
VID_14891,265
VID_21157,5947
VID_19703,420
VID_12460,1
VID_20800,4884
VID_11996,12071
VID_2636,2982
VID_20195,129
VID_1536,276
VID_19404,2672
VID_18903,1146
VID_6284,38
VID_2180,126
VID_11755,223
VID_11834,7470
VID_16231,37
VID_7444,1
VID_21995,2102
VID_16899,2
VID_4305,11
VID_12767,3
VID_15483,5
VID_9841,1375
VID_12883,1282
VID_4971,618
VID_15040,92
VID_17252,869
VID_11204,58
VID_2528,679
VID_2176,82
VID_12896,1379
VID_6423,13
VID_13726,5
VID_15048,147
VID_5992,96
VID_21413,24
VID_21392,1435
VID_9068,4
VID_1422,48
VID_13096,2
VID_22465,416
VID_23122,12128
VID_15438,347
VID_14784,20607
VID_2966,12
VID_22915,2413
VID_8335,111
VID_20009,182
VID_17514,309
VID_4264,1803
VID_8710,15
VID_16148,12
VID_1478,22
VID_2306,2
VID_18523,819
VID_14360,621
VID_21511,4386
VID_22844,295
VID_3331,3
VID_1849,962
VID_9644,4
VID_4837,5
VID_6656,2
VID_8605,635
VID_2504,18
VID_10313,9
VID_23377,8
VID_19717,2420
VID_17339,174
VID_13263,3438
VID_372,903
VID_11504,56
VID_15322,181
VID_5211,56
VID_16431,29452
VID_10800,83
VID_1928,23
VID_18352,1932
VID_21173,93
VID_18651,1267
VID_13041,3
VID_16255,5673
VID_14045,10
VID_15832,599
VID_7662,723
VID_15358,1416
VID_22848,1086
VID_9218,949
VID_6971,2
VID_21655,778
VID_2376,147
VID_198,77
VID_1792,188
VID_14301,4
VID_23321,436
VID_4321,1527
VID_16531,174
VID_20177,81
VID_8666,21
VID_4658,27
VID_21710,2210
VID_794,67794
VID_858,52
VID_8562,912
VID_18372,3729
VID_8247,101
VID_19567,18176
VID_18705,2391
VID_8254,2846
VID_19231,3215
VID_6682,887
VID_16577,947
VID_13223,899
VID_22654,1
VID_18366,3056
VID_1447,8812
VID_11320,21238
VID_8271,4
VID_8642,9
VID_12741,18097
VID_19830,1
VID_7955,187
VID_345,11
VID_4911,111
VID_3416,7
VID_22539,15
VID_8390,1828
VID_15756,4
VID_22415,451
VID_9494,40
VID_14199,572
VID_6142,13
VID_6684,61
VID_17663,2
VID_19477,629
VID_21741,2405
VID_5307,3914
VID_11134,355
VID_12317,15
VID_17732,274
VID_469,7
VID_11163,1
VID_18245,1334
VID_2153,4
VID_10495,1
VID_21002,621
VID_21284,1856
VID_6717,20
VID_20625,156
VID_14738,356
VID_13496,12
VID_776,30
VID_15356,510
VID_19523,615
VID_1260,13844
VID_3669,15
VID_13814,4
VID_22985,22
VID_17347,175
VID_2445,1123
VID_15546,104
VID_13690,386
VID_7695,689
VID_8698,19
VID_1734,4
VID_12054,587
VID_12077,3
VID_11877,1571
VID_14346,1466
VID_22859,264
VID_18171,1442
VID_6056,821
VID_23,5
VID_16995,820
VID_3675,8
VID_15712,81
VID_14876,36
VID_15311,1295
VID_10063,13
VID_3325,15
VID_21505,4243
VID_6740,9
VID_7423,1
VID_6031,222
VID_19432,7
VID_13927,5
VID_19148,87
VID_1633,1194
VID_6960,2
VID_15782,19
VID_9885,336
VID_4964,7
VID_1028,981
VID_18823,369
VID_6402,6
VID_10820,723
VID_2459,319
VID_5972,7
VID_8662,15
VID_1120,10
VID_20963,4167
VID_3819,23
VID_16462,89805
VID_21625,3740
VID_5778,2
VID_23398,623
VID_14988,44
VID_12493,2
VID_22121,1203
VID_7491,3
VID_17630,12
VID_17285,1652
VID_11704,323
VID_3365,11
VID_6964,2
VID_717,203
VID_2473,1375
VID_3495,18
VID_3316,5
VID_15796,88
VID_16469,1990
VID_17343,229
VID_13456,3
VID_5004,16
VID_18271,3374
VID_11172,5
VID_7396,2
VID_16860,3
VID_14001,1975
VID_7692,1647
VID_21759,20
VID_12626,1159
VID_21365,34
VID_8532,2395
VID_8938,5
VID_9336,36
VID_21746,647
VID_13118,11
VID_3785,170
VID_4853,436
VID_22834,1134
VID_14847,2
VID_10739,14562
VID_10350,10
VID_17201,173
VID_6511,21
VID_9110,728
VID_19685,2303
VID_15937,780
VID_12313,19
VID_9544,44
VID_18710,7
VID_960,16513
VID_21647,6281
VID_18583,895
VID_17629,12
VID_10394,2
VID_11449,2
VID_2624,20
VID_10449,246
VID_6929,8
VID_1828,982
VID_16532,114486
VID_1229,220
VID_7989,382
VID_11165,1
VID_15353,59
VID_14120,1104
VID_16126,65
VID_15597,301
VID_23366,3
VID_4015,26
VID_5685,3
VID_7352,252
VID_17196,68
VID_18503,322
VID_20930,151
VID_12954,239
VID_8561,107
VID_8414,745
VID_16507,15
VID_3806,20
VID_1088,150
VID_20257,59
VID_12023,19
VID_10680,129
VID_11458,642
VID_1652,8
VID_22257,233
VID_19525,31
VID_5329,1
VID_14047,802
VID_15909,420
VID_22501,9641
VID_15486,16
VID_21796,50
VID_16526,1789
VID_8496,15
VID_14577,38
VID_19280,2230
VID_2580,6
VID_21330,2
VID_13495,2
VID_10875,455
VID_3377,3
VID_11569,4
VID_7836,2
VID_19623,1867
VID_9449,363
VID_22312,10076
VID_8025,213
VID_8991,3
VID_6564,1393
VID_14750,95
VID_11548,43
VID_22574,2556
VID_21037,114
VID_13157,36
VID_120,2575
VID_10183,5006
VID_22419,5686
VID_7851,16
VID_21389,586
VID_15316,1425
VID_14140,12
VID_22818,15
VID_729,3334
VID_9334,12
VID_18805,602
VID_19543,1213
VID_20686,704
VID_1253,3
VID_2186,960
VID_4858,3
VID_2671,395
VID_3328,448
VID_7107,329
VID_4159,29
VID_12587,1
VID_9820,1522
VID_12797,33
VID_13228,59
VID_16652,2655
VID_15081,14
VID_5966,12
VID_694,2
VID_23068,948
VID_9868,660
VID_6174,188
VID_13012,344
VID_10664,221
VID_18019,5510
VID_22984,23
VID_8154,3
VID_19990,897
VID_17901,645
VID_17041,38
VID_9828,5947
VID_23740,2
VID_19412,48
VID_17039,7
VID_8706,32
VID_7394,32
VID_14134,43
VID_5890,9
VID_14399,59
VID_7827,4
VID_20442,646
VID_2500,324
VID_21816,1551
VID_4216,12
VID_100,3079
VID_22926,1938
VID_8999,443
VID_7691,2802
VID_20827,2
VID_4087,8
VID_8657,11852
VID_9619,15
VID_21740,6
VID_20247,1
VID_23181,19
VID_18828,417
VID_5676,17
VID_22701,352
VID_7679,478
VID_228,90
VID_19112,1115
VID_14634,35
VID_3930,845
VID_11671,1097
VID_2092,231
VID_1977,4229
VID_18959,114
VID_22666,12
VID_8783,11
VID_1186,72
VID_16475,2358
VID_17367,98
VID_16988,1286
VID_17835,72
VID_890,2618
VID_4957,11
VID_8697,1
VID_1939,10
VID_12862,10
VID_10572,455
VID_1892,184
VID_14055,860
VID_1365,14
VID_5384,15
VID_22476,23700
VID_8200,749
VID_18925,618
VID_20114,441
VID_1063,9
VID_14279,193
VID_19973,722
VID_4045,3
VID_20569,28343
VID_22752,657
VID_6962,1781
VID_2903,31
VID_18510,20
VID_19949,3
VID_19286,3913
VID_5943,134
VID_12941,268
VID_11090,47
VID_5683,201
VID_17231,24
VID_10534,1958
VID_337,55
VID_18156,9730
VID_7596,265
VID_12149,147
VID_2797,48
VID_13125,11
VID_12749,11
VID_18413,7806
VID_17214,7
VID_6883,5399
VID_16992,77
VID_18236,7
VID_11550,69
VID_13491,1
VID_12350,751
VID_22754,3115
VID_14377,14
VID_16912,6
VID_1558,15359
VID_13598,420
VID_668,45
VID_1092,38
VID_15185,21
VID_18649,3
VID_1434,6
VID_208,4
VID_7343,88
VID_18539,28443
VID_8411,11
VID_24,4067
VID_20761,4
VID_17662,222
VID_13081,6
VID_12716,550
VID_21060,1135
VID_17592,6
VID_15020,10
VID_15647,471
VID_15923,14
VID_4144,13
VID_1540,60
VID_13704,11
VID_1480,270
VID_10095,496
VID_2405,1036
VID_8124,2
VID_23317,4
VID_15423,222
VID_13716,382
VID_9902,3445
VID_12130,27
VID_7658,10
VID_15362,496
VID_7339,7
VID_5374,58
VID_4049,453
VID_3944,234
VID_12959,613
VID_4276,2973
VID_8731,260
VID_4551,671
VID_336,1
VID_12703,331
VID_3608,5
VID_17422,241
VID_2946,4
VID_5383,34
VID_1812,2878
VID_4335,199
VID_7795,2
VID_1964,8
VID_15535,9
VID_19168,10
VID_431,2205
VID_11714,557
VID_7026,2
VID_4505,239
VID_23601,57
VID_18229,267
VID_13746,18407
VID_12668,27
VID_17587,1593
VID_4477,3
VID_2765,394
VID_17823,8
VID_2818,106
VID_19427,5
VID_6597,16
VID_1895,194
VID_20522,16
VID_4591,877
VID_20274,9
VID_6001,19
VID_16558,28
VID_17645,530
VID_3517,201
VID_9907,30
VID_11602,56
VID_4926,37
VID_3296,8
VID_20455,1152
VID_10088,5
VID_3211,23
VID_8067,460
VID_5715,15
VID_4024,58
VID_20629,458
VID_8370,357
VID_18546,40
VID_9853,3640
VID_19881,2
VID_9224,2
VID_10666,5
VID_13737,1750
VID_14889,943
VID_21279,3
VID_4502,624
VID_18160,802
VID_20747,46
VID_21245,677
VID_18364,23590
VID_8008,12
VID_11760,7
VID_5400,14
VID_9626,71912
VID_19646,3554
VID_5542,3
VID_10640,352
VID_4583,211
VID_3949,13
VID_11025,24
VID_23204,152
VID_21212,2533
VID_22960,402
VID_10228,4
VID_17897,5
VID_8424,1636
VID_22187,79
VID_7304,7
VID_7678,410
VID_16059,10
VID_20692,31
VID_7539,726
VID_19302,682
VID_5283,21
VID_9535,4
VID_11019,7285
VID_8341,13
VID_5356,317
VID_16881,3
VID_1829,31
VID_23521,1224
VID_23280,19
VID_10968,11579
VID_10790,1
VID_22278,70
VID_21524,21958
VID_5874,610
VID_21184,7
VID_22171,781
VID_15896,39
VID_7272,397
VID_16579,51
VID_21197,25
VID_9474,2
VID_18246,809
VID_7447,26
VID_9869,810
VID_5790,11
VID_11435,19
VID_15773,30
VID_8099,37
VID_6277,21
VID_19303,12485
VID_11782,475
VID_6446,10
VID_4656,8
VID_14012,6519
VID_9361,2
VID_15986,3
VID_22525,364
VID_3833,10
VID_19468,1088
VID_11977,71
VID_13217,6
VID_6992,58
VID_6270,37
VID_11217,5
VID_17490,115
VID_6959,304
VID_16517,713
VID_20067,2234
VID_3070,11
VID_1189,205
VID_23649,699
VID_6180,16
VID_4480,96
VID_13384,3
VID_10290,2882
VID_4581,751
VID_22887,1321
VID_6457,8
VID_13762,27
VID_18542,984
VID_9801,633
VID_11103,671
VID_7711,1789
VID_14161,2104
VID_23339,4883
VID_20135,1381
VID_19661,7559
VID_12899,12
VID_12340,244
VID_2401,74
VID_17212,3
VID_3202,5
VID_20365,1048
VID_18244,614
VID_18303,356
VID_15127,3
VID_13008,11
VID_4586,332
VID_10263,42
VID_1669,113
VID_15328,5
VID_152,29
VID_23303,3
VID_20005,438
VID_16850,2
VID_20590,49
VID_9768,19
VID_5562,1
VID_14263,74
VID_13279,189
VID_22513,1848
VID_6736,2
VID_20445,2189
VID_15361,336
VID_17184,67
VID_5893,2
VID_8905,2602
VID_11192,14
VID_22717,138
VID_12437,458
VID_2701,1865
VID_7738,1
VID_9891,720
VID_4317,52
VID_15183,8
VID_9983,125
VID_18132,1294
VID_4599,1
VID_18639,28
VID_12270,118
VID_2651,844
VID_8985,2
VID_14423,397
VID_2853,1433
VID_18193,37
VID_10658,328
VID_9554,677
VID_7550,6
VID_4022,5
VID_9406,95
VID_20802,17210
VID_22958,2918
VID_4822,8
VID_4019,9
VID_1060,5239
VID_16383,6636
VID_3757,37
VID_5734,6
VID_19520,15
VID_16538,15549
VID_17185,159
VID_10162,537
VID_23087,3
VID_9052,271
VID_8308,5
VID_11649,957
VID_3607,481
VID_13176,1
VID_7120,93
VID_22554,5719
VID_6803,3145
VID_17510,449
VID_21998,595
VID_14,76
VID_23662,293
VID_4031,374
VID_5774,752
VID_4447,14
VID_12869,24
VID_17320,528
VID_11676,1630
VID_12920,1095
VID_20996,3
VID_18892,90
VID_14064,2602
VID_2010,241
VID_8552,890
VID_12166,392
VID_16078,716
VID_18300,612
VID_23144,4966
VID_23709,9
VID_15227,10
VID_14021,3
VID_11117,16
VID_2004,484
VID_2364,485
VID_11903,11
VID_11490,1185
VID_11304,99
VID_12665,1
VID_11014,450
VID_1537,1569
VID_4202,6
VID_12617,569
VID_12386,972
VID_21023,14
VID_7214,5
VID_14525,1096
VID_6692,4
VID_15042,166
VID_5924,5821
VID_2224,6
VID_22354,31405
VID_10177,476
VID_5389,2
VID_21308,16
VID_20928,630
VID_1353,3
VID_4433,226
VID_20128,823
VID_16397,227
VID_16301,81
VID_12633,436
VID_23568,6
VID_9772,17
VID_4150,5
VID_8952,168
VID_12614,12
VID_21457,4653
VID_22487,2540
VID_10837,175
VID_9883,684
VID_20384,1240
VID_3515,2173
VID_5005,4240
VID_2807,6
VID_23309,11
VID_21550,403
VID_3061,562
VID_10299,685
VID_11001,102
VID_8045,65
VID_14682,21
VID_10268,17801
VID_5779,129
VID_5367,13
VID_18298,4396
VID_22470,2675
VID_8967,5
VID_12963,682
VID_3639,2
VID_21789,18
VID_15815,113
VID_4203,5
VID_6381,96
VID_5973,45
VID_20081,3276
VID_8587,156
VID_3288,66
VID_19558,258
VID_12063,988
VID_15190,62218
VID_19502,11
VID_14412,347
VID_5728,8
VID_1541,61
VID_17163,42
VID_14640,89
VID_14394,4
VID_16293,1234
VID_20372,472
VID_2762,736
VID_16040,158
VID_10359,11
VID_2916,397
VID_14826,44
VID_1554,303
VID_13362,9
VID_15985,5
VID_6157,42
VID_19775,1581
VID_8677,59
VID_12593,930
VID_11555,32
VID_10180,18
VID_7281,245
VID_19200,789
VID_18507,444
VID_13765,229
VID_18802,38
VID_2428,3655
VID_22193,30
VID_8915,5
VID_4402,39
VID_6197,27
VID_23263,3
VID_16324,2264
VID_16725,13
VID_10683,102
VID_14246,2
VID_10059,976
VID_16656,3240
VID_17275,4594
VID_591,17
VID_17916,51
VID_361,131
VID_21848,4280
VID_7693,594
VID_21847,27
VID_12198,613
VID_2129,325
VID_3080,5
VID_22803,5
VID_969,568
VID_10161,374
VID_19085,1312
VID_7744,3
VID_4304,8
VID_6231,3
VID_19763,16
VID_1542,3210
VID_8180,56639
VID_18962,431
VID_7258,332
VID_11587,639
VID_10283,5
VID_18692,68
VID_19813,3
VID_18168,1550
VID_15844,4
VID_6875,6
VID_4099,108
VID_5489,3777
VID_7357,901
VID_13020,165
VID_1146,319
VID_19336,98
VID_2188,746
VID_13383,4
VID_18645,7
VID_9,1014
VID_4369,373
VID_10525,676
VID_837,789
VID_15197,4
VID_4776,347
VID_11796,7
VID_8082,1
VID_15852,347
VID_22425,1120
VID_3551,43
VID_21555,7
VID_6283,7
VID_21339,8
VID_4552,257
VID_4496,504
VID_22851,47306
VID_33,1856
VID_4228,72216
VID_19597,390
VID_21870,8
VID_4652,4
VID_14972,82
VID_1408,132
VID_10738,14
VID_21500,3063
VID_18199,166
VID_7610,473
VID_15713,193
VID_6689,31
VID_4672,208
VID_5927,1
VID_4332,959
VID_946,3
VID_4513,2
VID_3091,50
VID_18099,1999
VID_1249,21083
VID_11207,12
VID_18054,163
VID_20142,143
VID_17136,506
VID_16483,482
VID_102,340
VID_19883,50
VID_7418,4
VID_1436,20926
VID_21104,163
VID_6601,5857
VID_12925,32
VID_23526,20
VID_10373,1
VID_13688,316
VID_22400,3931
VID_2450,1122
VID_15393,1077
VID_2648,10116
VID_18881,667
VID_7290,2111
VID_19835,2
VID_12168,4
VID_23510,27
VID_17461,30
VID_10966,58
VID_1462,33
VID_18383,18103
VID_13658,10586
VID_14678,476
VID_8217,83
VID_9278,6
VID_5193,6
VID_1978,168
